FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,For Visual
767567.txt,https://www.systemaccounting.org,31,www.systemaccounting.org,24,0,org,100,1,0.0799628,0.062153181,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1429,2307,1,systemaccounting,100,100,0,0,0,1,0,1,0,6,0,1,1,1,0,1,1,0,0,7,1,7,50,0,24,1,Valuable
460592.txt,https://www.bethanylopezauthor.com,33,www.bethanylopezauthor.com,26,0,com,100,1,0.5229071,0.057027422,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,3657,10582,1,bethanylopezauthor,100,100,1,0,0,0,0,0,7,26,0,1,1,0,0,0,0,0,0,29,3,10,210,0,251,1,Valuable
568787.txt,https://www.login.gov,20,www.login.gov,13,0,gov,100,1,0.0033282,0.06071373,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,674,218,1,login,100,100,1,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,8,1,7,28,0,17,1,Valuable
112767.txt,https://www.charteredaccountantsanz.com,38,www.charteredaccountantsanz.com,31,0,com,100,1,0.5229071,0.064388178,3,1,0,0,0,25,0.658,0,0,0,0,0,1,0.026,1,4300,425,1,charteredacuntantsanz,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,2,2,20,281,0,28,1,Valuable
58151.txt,https://www.journalofaccountancy.com,35,www.journalofaccountancy.com,28,0,com,100,1,0.5229071,0.062540173,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1006,1365,1,journalofacuntancy,0,0,1,0,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,31,6,14,83,5,20,1,Valuable
536779.txt,https://www.authoralanaalbertson.com,35,www.authoralanaalbertson.com,28,0,com,100,1,0.5229071,0.065747862,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,2612,13652,1,authoralanaalbertson,100,100,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,50,37,34,117,3,137,1,Valuable
550909.txt,https://www.findmeanauthor.com,29,www.findmeanauthor.com,22,0,com,100,1,0.5229071,0.061754957,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,160,537,1,findmeanauthor,100,100,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,2,4,1,0,3,1,Valuable
143038.txt,https://www.wikitechupdates.com,30,www.wikitechupdates.com,23,0,com,100,1,0.5229071,0.05521112,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,963,9419,1,wikitechupdates,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,24,13,18,74,1,93,1,Valuable
254951.txt,https://www.zydusverify.com,26,www.zydusverify.com,19,0,com,100,1,0.5229071,0.043499235,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,225,304,1,zydusverify,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,5,7,0,6,5,1,Valuable
179762.txt,https://www.agupdate.com,23,www.agupdate.com,16,0,com,100,1,0.5229071,0.059807267,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,7614,10408,1,agupdate,100,100,0,1,1,0,0,1,0,3,0,1,1,1,0,0,1,0,1,99,6,33,317,0,29,1,Valuable
418018.txt,https://www.authconn.com,23,www.authconn.com,16,0,com,100,1,0.5229071,0.065784037,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,646,650,1,authnn,0,0,0,0,1,0,0,1,0,5,0,1,0,1,0,0,1,0,1,22,5,6,1,0,29,1,Valuable
147782.txt,https://www.accountantsworld.com,31,www.accountantsworld.com,24,0,com,100,1,0.5229071,0.063745348,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,530,9381,1,acuntantsworld,0,0,0,1,1,0,0,1,0,2,0,1,1,1,0,0,1,0,1,37,13,19,68,0,58,1,Valuable
179198.txt,https://www.dasta.auth.gr,24,www.dasta.auth.gr,17,0,gr,100,0.6,0.0016589,0.052438623,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,917,2853,1,dastaauth,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,15,2,5,131,45,32,1,Valuable
110886.txt,https://www.skinauthority.com,28,www.skinauthority.com,21,0,com,100,1,0.5229071,0.057087788,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,8946,26435,1,skinauthority,100,100,1,1,1,1,1,1,0,24,0,1,1,1,1,1,1,0,1,116,13,36,138,5,24,1,Valuable
563695.txt,https://www.secure-marine.com,28,www.secure-marine.com,21,0,com,100,0.538461538,0.5229071,0.070888444,3,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,323,442,1,secure-marine,100,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7,1,Valuable
147498.txt,https://www.asauthors.org,24,www.asauthors.org,17,0,org,100,1,0.0799628,0.064909259,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,769,848,1,asauths,0,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,15,12,27,136,2,84,1,Valuable
255845.txt,https://www.4login.jp,20,www.4login.jp,13,0,jp,100,1,0.0230451,0.043005915,2,1,0,0,0,6,0.3,1,0.05,0,0,0,1,0.05,1,1017,10533,1,4login,100,100,0,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,1,24,16,22,83,0,90,1,Valuable
507583.txt,https://www.allianceindependentauthors.org,41,www.allianceindependentauthors.org,34,0,org,100,1,0.0799628,0.06263611,3,1,0,0,0,28,0.683,0,0,0,0,0,1,0.024,1,1088,18349,1,allianceindependentauths,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,18,23,35,100,13,92,1,Valuable
135207.txt,https://www.securemac.com,24,www.securemac.com,17,0,com,100,1,0.5229071,0.072069902,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,612,8228,1,securemac,100,100,0,0,0,0,0,0,0,2,0,1,1,1,0,0,0,1,1,28,6,7,222,0,230,1,Valuable
99228.txt,https://www.pulsesecure.net,26,www.pulsesecure.net,19,0,net,100,1,0.0384199,0.061036268,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,868,828,1,pulsesecure,100,100,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,0,4,20,0,28,1,Valuable
656454.txt,https://www.myobaccountingsoftware.com,37,www.myobaccountingsoftware.com,30,0,com,100,1,0.5229071,0.061278842,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,358,9381,1,myobacuntingsoftware,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,12,12,14,43,1,49,1,Valuable
617618.txt,https://www.secureplatformfunding.com,36,www.secureplatformfunding.com,29,0,com,100,1,0.5229071,0.056761703,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,979,9381,1,secureplatformfunding,100,100,0,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,33,41,68,161,2,163,1,Valuable
520335.txt,https://www.canadianauthors.net,30,www.canadianauthors.net,23,0,net,100,1,0.0384199,0.063849886,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,304,1163,1,canadianauthors,100,100,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,4,2,8,52,0,56,1,Valuable
481447.txt,https://www.account-consultant.com,33,www.account-consultant.com,26,0,com,100,0.611111111,0.5229071,0.066400154,3,1,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,874,1293,1,acunt-nsultant,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,23,24,22,123,6,134,1,Valuable
829319.txt,https://www.financeupdates.net,29,www.financeupdates.net,22,0,net,100,1,0.0384199,0.059555536,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1269,22979,1,financeupdates,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,36,28,47,146,4,150,1,Valuable
715004.txt,https://www.author-me.com,24,www.author-me.com,17,0,com,100,0.777777778,0.5229071,0.068323558,3,1,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,821,983,1,author-me,100,100,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,20,3,10,15,0,113,1,Valuable
871192.txt,https://www.susanpeekauthor.com,30,www.susanpeekauthor.com,23,0,com,100,1,0.5229071,0.06083455,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,770,1903,1,susanpeekauthor,100,100,0,0,1,0,0,1,0,3,0,0,1,1,0,0,1,0,0,24,14,11,21,0,12,1,Valuable
512789.txt,https://www.setupyouraccounts.com,32,www.setupyouraccounts.com,25,0,com,100,1,0.5229071,0.061675605,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1077,19168,1,setupyouracunts,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,12,12,5,70,0,82,1,Valuable
17618.txt,https://www.securepay.my,23,www.securepay.my,16,0,my,100,1,0.0007497,0.058326496,2,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1073,2384,1,securepay,100,100,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,7,34,34,77,4,89,1,Valuable
555022.txt,https://www.gardendesigninc.com,30,www.gardendesigninc.com,23,0,com,100,1,0.5229071,0.061319248,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,394,755,1,gardendesigninc,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,17,4,4,48,0,10,1,Valuable
455904.txt,https://www.stornowayportauthority.com,37,www.stornowayportauthority.com,30,0,com,100,1,0.5229071,0.060394428,3,1,0,0,0,24,0.649,0,0,0,0,0,1,0.027,1,1129,7468,1,stornowayportauthority,100,100,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,27,10,12,82,0,14,1,Valuable
612490.txt,https://www.jmcsecure.co.uk,26,www.jmcsecure.co.uk,19,0,uk,100,0.833333333,0.028555,0.062399509,2,2,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,1210,4415,1,jmcsecreco,0,0,1,0,1,0,0,1,1,2,0,1,1,1,0,0,1,0,1,23,8,20,67,8,6,1,Valuable
829707.txt,https://www.accountingdetails.com,32,www.accountingdetails.com,25,0,com,100,1,0.5229071,0.064020653,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1277,8047,1,acuntingdetails,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,5,5,7,468,2,42,1,Valuable
50815.txt,https://www.autharmor.com,24,www.autharmor.com,17,0,com,100,1,0.5229071,0.067028611,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,744,256,1,autharmor,100,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,5,5,42,12,24,1,Valuable
625718.txt,https://www.ronhullauthor.com,28,www.ronhullauthor.com,21,0,com,100,1,0.5229071,0.059698908,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,336,541,1,ronhullauthor,100,100,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,65,0,1,1,0,32,1,Valuable
610627.txt,https://www.kgfletcherauthor.com,31,www.kgfletcherauthor.com,24,0,com,100,1,0.5229071,0.057040895,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,646,2054,1,kgfletcherauthor,100,100,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,3,9,11,35,1,3,1,Valuable
466592.txt,https://www.bulldogsecure.com,28,www.bulldogsecure.com,21,0,com,100,1,0.5229071,0.058527059,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,227,1021,1,bulldogsecure,100,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,17,5,7,53,2,47,1,Valuable
45044.txt,https://www.authentichappiness.sas.upenn.edu,43,www.authentichappiness.sas.upenn.edu,36,0,edu,100,0.678571429,0.0115013,0.056478828,3,3,0,0,0,28,0.651,0,0,0,0,0,3,0.07,1,754,6197,1,authentichappinesssasupenn,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,15,35,22,135,1,26,1,Valuable
805207.txt,https://www.falkensecurenetworks.com,35,www.falkensecurenetworks.com,28,0,com,100,1,0.5229071,0.060367485,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,238,1195,1,falkensecurenetworks,100,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,2,2,4,0,5,1,Valuable
96398.txt,https://www.accountingcoach.com,30,www.accountingcoach.com,23,0,com,100,1,0.5229071,0.067749745,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1409,530,1,acuntingach,0,0,0,0,1,0,0,1,1,2,0,1,1,1,0,1,1,0,1,11,6,12,117,10,105,1,Valuable
236351.txt,https://www.verifyhalal.com,26,www.verifyhalal.com,19,0,com,100,1,0.5229071,0.054000252,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1391,346,1,verifyhalal,100,100,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,1,51,15,16,25,0,24,1,Valuable
94515.txt,https://www.thecleaningauthority.com,35,www.thecleaningauthority.com,28,0,com,100,1,0.5229071,0.060261065,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,849,18178,1,thecleaningauthority,100,100,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,28,2,6,92,0,34,1,Valuable
443117.txt,https://www.secureitgunstorage.com,33,www.secureitgunstorage.com,26,0,com,100,1,0.5229071,0.0643599,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,1879,9176,1,secureitgunstorage,100,100,1,1,1,0,0,1,0,13,1,1,1,1,0,1,1,0,1,18,51,76,131,3,142,1,Valuable
692088.txt,https://www.pageantupdate.info,29,www.pageantupdate.info,22,0,info,100,1,0.0075051,0.054194964,4,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1812,32259,1,pageantupdate,100,100,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,22,35,33,62,2,65,1,Valuable
873925.txt,https://www.saas-secure.com,26,www.saas-secure.com,19,0,com,100,0.636363636,0.5229071,0.07091463,3,1,0,0,0,12,0.462,0,0,0,0,0,2,0.077,1,540,348,1,saas-secure,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,9,4,3,45,1,49,1,Valuable
75127.txt,https://www.floraldesigninstitute.com,36,www.floraldesigninstitute.com,29,0,com,100,1,0.5229071,0.059671637,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1502,2690,1,floraldesigninstitute,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,32,30,23,65,0,20,1,Valuable
779351.txt,https://www.kokodatrackauthority.org,35,www.kokodatrackauthority.org,28,0,org,100,1,0.0799628,0.058592113,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,1302,2158,1,kokodatrackauthity,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,29,11,17,33,7,10,1,Valuable
448986.txt,https://www.influencerupdate.biz,31,www.influencerupdate.biz,24,0,biz,100,1,0.0017975,0.054505559,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,5069,1431,1,influencerupdate,100,100,1,0,1,0,0,1,0,13,0,1,1,1,1,0,0,0,1,160,7,17,845,0,182,1,Valuable
453033.txt,https://www.kicksecure.com,25,www.kicksecure.com,18,0,com,100,1,0.5229071,0.062063431,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1625,1504,1,kicksecure,100,100,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,1,129,6,2,163,2,48,1,Valuable
55750.txt,https://www.designindaba.com,27,www.designindaba.com,20,0,com,100,1,0.5229071,0.059746709,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,1332,5747,1,designindaba,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,79,7,47,243,0,68,1,Valuable
130357.txt,https://www.greaternoidaauthority.in,35,www.greaternoidaauthority.in,28,0,in,100,1,0.0050842,0.061589002,2,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,3228,1502,1,greaternodaauthorty,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,19,40,15,308,0,80,1,Valuable
415883.txt,https://www.accountsandlegal.co.uk,33,www.accountsandlegal.co.uk,26,0,uk,100,0.894736842,0.028555,0.062686579,2,2,0,0,0,19,0.576,0,0,0,0,0,2,0.061,1,457,1395,1,accontsandlegalco,0,0,0,0,1,0,0,1,0,3,0,1,0,0,0,1,1,0,1,18,0,7,69,0,6,1,Valuable
408647.txt,https://www.redcircleauthors.com,31,www.redcircleauthors.com,24,0,com,100,1,0.5229071,0.065157145,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,707,9381,1,redcircleauthors,100,100,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,34,9,13,101,1,109,1,Valuable
638329.txt,https://www.authortv.in,22,www.authortv.in,15,0,in,100,1,0.0050842,0.054001969,2,1,0,0,0,9,0.409,0,0,0,0,0,1,0.045,1,2198,1728,1,authortv,100,100,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,139,43,6,100,1,79,1,Valuable
862573.txt,https://www.rhythmauthors.com,28,www.rhythmauthors.com,21,0,com,100,1,0.5229071,0.055180436,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,248,417,1,rhythmauthors,100,100,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,10,3,7,15,3,15,1,Valuable
535613.txt,https://www.openspaceauthority.org,33,www.openspaceauthority.org,26,0,org,100,1,0.0799628,0.062603868,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,2668,358,1,openspaceauthity,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,50,2,13,289,22,300,1,Valuable
644418.txt,https://www.beigedesigninterieur.com,35,www.beigedesigninterieur.com,28,0,com,100,1,0.5229071,0.06215304,3,1,0,0,0,22,0.629,0,0,0,0,0,1,0.029,1,493,2638,1,beigedesigninterieur,100,100,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,13,15,18,55,0,59,1,Valuable
176645.txt,https://www.greendayauthority.com,32,www.greendayauthority.com,25,0,com,100,1,0.5229071,0.058743283,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,543,2545,1,greendayauthority,100,100,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,20,3,15,112,5,122,1,Valuable
19717.txt,https://www.authormedia.com,26,www.authormedia.com,19,0,com,100,1,0.5229071,0.06601375,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1682,20073,1,authormedia,100,100,0,1,1,0,0,1,1,3,0,1,0,1,0,0,1,0,0,38,1,23,86,1,100,1,Valuable
445896.txt,https://www.tokyogirlsupdate.com,31,www.tokyogirlsupdate.com,24,0,com,100,1,0.5229071,0.057210962,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,2290,8047,1,tokyogirlsupdate,100,100,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,90,21,35,256,9,253,1,Valuable
453120.txt,https://www.signingagent.com,27,www.signingagent.com,20,0,com,100,1,0.5229071,0.060069169,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,114,264,1,signingagent,100,100,1,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,2,10,3,0,1,1,Valuable
893353.txt,https://www.lawyersupdate.co.in,30,www.lawyersupdate.co.in,23,0,in,100,0.875,0.0050842,0.0567304,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,1876,23702,1,lawyersupdateco,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,66,13,13,247,2,255,1,Valuable
404216.txt,https://www.geologinenseura.fi,29,www.geologinenseura.fi,22,0,fi,100,1,0.0027596,0.06231596,2,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,348,1997,1,geologinenseura,100,100,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,13,18,15,57,0,12,1,Valuable
82939.txt,https://www.authorljshen.com,27,www.authorljshen.com,20,0,com,100,1,0.5229071,0.057649649,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,952,9381,1,authorljshen,100,100,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,1,21,28,38,53,0,57,1,Valuable
794096.txt,https://www.pharm.auth.gr,24,www.pharm.auth.gr,17,0,gr,100,0.6,0.0016589,0.047466486,2,2,0,0,0,10,0.417,0,0,0,0,0,2,0.083,1,1208,9381,1,pharmauth,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,10,11,11,211,14,218,1,Valuable
684029.txt,https://www.secureconsulting.net,31,www.secureconsulting.net,24,0,net,100,1,0.0384199,0.061994793,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1278,851,1,secureconsulting,100,100,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,15,1,1,19,0,110,1,Valuable
572834.txt,https://www.securefencing.co.in,30,www.securefencing.co.in,23,0,in,100,0.875,0.0050842,0.06398589,2,2,0,0,0,16,0.533,0,0,0,0,0,2,0.067,1,649,773,1,securefencngco,0,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,29,14,17,3,6,21,1,Valuable
611307.txt,https://www.susanharrisauthor.com,32,www.susanharrisauthor.com,25,0,com,100,1,0.5229071,0.061190164,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,708,1030,1,susanharrisauthor,100,100,0,0,1,0,0,0,0,3,0,1,0,1,0,0,1,0,1,20,7,9,23,0,3,1,Valuable
2831.txt,https://www.trainingauthors.com,30,www.trainingauthors.com,23,0,com,100,1,0.5229071,0.062130308,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,433,9381,1,trainingauthors,100,100,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,8,20,20,23,0,68,1,Valuable
