FILENAME	url	URLLength	Domain	DomainLength	IsDomainIP	tld	URLSimilarityIndex	CharContinuationRate	TLDLegitimateProb	URLCharProb	TLDLength	NoOfSubDomain	HasObfuscation	NoOfObfuscatedChar	ObfuscationRatio	NoOfLettersInURL	LetterRatioInURL	NoOfDegitsInURL	DegitRatioInURL	NoOfEqualsInURL	NoOfQMarkInURL	NoOfAmpersandInURL	NoOfOtherSpecialCharsInURL	SpacialCharRatioInURL	IsHTTPS	LineOfCode	LargestLineLength	HasTitle	Title	DomainTitleMatchScore	URLTitleMatchScore	HasFavicon	Robots	IsResponsive	NoOfURLRedirect	NoOfSelfRedirect	HasDescription	NoOfPopup	NoOfiFrame	HasExternalFormSubmit	HasSocialNet	HasSubmitButton	HasHiddenFields	HasPasswordField	Bank	Pay	Crypto	HasCopyrightInfo	NoOfImage	NoOfCSS	NoOfJS	NoOfSelfRef	NoOfEmptyRef	NoOfExternalRef	label	for visual
8024390.txt	http://cn52393.tw1.ru/ups/login/details.php	42	cn52393.tw1.ru	14	0	ru	25.37868481	0.727272727	0.0180132	0.040415456	2	1	0	0	0	23	0.548	6	0.143	0	0	0	6	0.143	0	2	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8005445.txt	https://home-bt-login-103078-108358.weeblysite.com/	50	home-bt-login-103078-108358.weeblysite.com	42	0	com	28.68217054	0.447368421	0.5229071	0.039851035	3	1	0	0	0	24	0.48	12	0.24	0	0	0	6	0.12	1	68	80	1	home-bt-login-103078-108358weeblysite	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Valuable
109011.txt	https://www.famousauthors.org	28	www.famousauthors.org	21	0	org	100	1	0.0799628	0.061648419	3	1	0	0	0	15	0.536	0	0	0	0	0	1	0.036	1	452	1177	1	famousauths	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	3	3	7	279	0	278	1	Valuable
8063137.txt	http://utente-login-online.66-29-145-227.cprapid.com/it/index.php?&amp;sessionid=9d30164cdeb61a4caaff2d044a3fd599	113	utente-login-online.66-29-145-227.cprapid.com	45	0	com	11.49343066	0.268292683	0.5229071	0.040033887	3	2	0	0	0	64	0.566	27	0.239	1	1	0	13	0.133	0	212	4070	1	utente-login-online66-29-145-227cprapiditindexphp?&amp;sessionid=9d30164cdeb61a4caaff2d044a3fd599	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	Valuable
8057331.txt	https://terapiaespecializada.es/mtb/app/verify.php	50	terapiaespecializada.es	23	0	es	29.21478669	1	0.0064109	0.053611323	2	0	0	0	0	37	0.74	0	0	0	0	0	5	0.1	1	99	846	1	terapiapecializadamtbappverifyphp	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	3	0	0	0	0	Valuable
8019632.txt	https://bankkofameriicalogin.accountnotificationupdate.workers.dev/	66	bankkofameriicalogin.accountnotificationupdate.workers.dev	58	0	dev	29.97238961	0.481481481	0.0009613	0.059753643	3	2	0	0	0	55	0.833	0	0	0	0	0	3	0.045	1	90	394	1	bankkofameriicaloginaccountnotificationupdateworkers	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	2	0	2	0	2	0	Valuable
8065119.txt	https://86e345login.weebly.com/	31	86e345login.weebly.com	22	0	com	40.1365433	0.555555556	0.5229071	0.044720289	3	1	0	0	0	15	0.484	5	0.161	0	0	0	3	0.097	1	129	368	1	86e345loginweebly	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	Valuable
460736.txt	https://www.accounts4tutorials.com	33	www.accounts4tutorials.com	26	0	com	100	0.555555556	0.5229071	0.062781362	3	1	0	0	0	19	0.576	1	0.03	0	0	0	1	0.03	1	4105	10787	1	acunts4tutorials	0	0	1	0	0	1	0	0	1	5	0	1	1	1	0	1	0	0	1	17	3	17	113	0	130	1	Valuable
8063136.txt	http://utente-login-online.66-29-145-227.cprapid.com/	53	utente-login-online.66-29-145-227.cprapid.com	45	0	com	27.3236715	0.268292683	0.5229071	0.04584254	3	2	0	0	0	27	0.509	10	0.189	0	0	0	9	0.17	0	3	162	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
7968970.txt	https://unrealisticultimatelogin.yaahoosegurif.repl.co/index3.html	65	unrealisticultimatelogin.yaahoosegurif.repl.co	46	0	co	21.22977085	0.581395349	0.0059772	0.05734737	2	2	0	0	0	51	0.785	1	0.015	0	0	0	5	0.077	1	198	869	1	unrealisticultimateloginyaahoosegurifreplindex3htm	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	Valuable
8062198.txt	https://verify-io.web.app/	26	verify-io.web.app	17	0	app	61.28412149	0.538461538	0.001502	0.048178299	3	1	0	0	0	14	0.538	0	0	0	0	0	4	0.154	1	19	114	1	verify-ioweb	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8068991.txt	https://bafybeieykrmvpnwd7ifrl4qjnxeaxfbic4vrv767gz74oj5wpucvdngdkm.ipfs.dweb.link/pxpsoauth.html?contimetra@contimetra.com%20	126	bafybeieykrmvpnwd7ifrl4qjnxeaxfbic4vrv767gz74oj5wpucvdngdkm.ipfs.dweb.link	74	0	link	6.861256424	0.304347826	0.0003306	0.042339468	4	2	1	3	0.024	98	0.778	11	0.087	0	1	1	7	0.071	1	127	1198	1	bafybeieykrmvpnwd7ifrl4qjnxeaxfbic4vrv767gz74oj5wpucvdngdkmipfsdwebpxpsoauthhtml?contimetra@contimetracom%20	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	Valuable
8062652.txt	http://www.kueronakayaeotn.co.jp.kuerocekayaoato.ppjltg.top/ai/?authenticated=true&amp;amp;amp;amp;openid/gp/signin/x&amp;amp;amp;i=a&amp;amp;amp;oauth=m&amp;amp;amp;i?ie=utf8&amp;amp;amp;ref_=rhf_custrec_signind6549a16667b4d8f54f58ce469d61277c83d5263	251	www.kueronakayaeotn.co.jp.kuerocekayaoato.ppjltg.top	52	0	top	5.877449285	0.363636364	0.0002752	0.046973961	3	5	0	0	0	169	0.673	30	0.12	5	2	0	34	0.163	0	475	779	1	kueronakayaeotncojpkuerocekayaoatoppjltgai?authenticated=true&amp;amp;amp;amp;openidgpsigninx&amp;amp;amp;i=a&amp;amp;amp;oauth=m&amp;amp;amp;i?ie=utf8&amp;amp;amp;ref_=rhf_custrec_signind6549a16667b4d8f54f58ce469d61277c83d5263	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	10	2	1	0	0	0	0	Valuable
8028663.txt	https://etiliseramik.com/wp-includes/vector/login.htm	52	etiliseramik.com	16	0	com	30.4146724	1	0.5229071	0.058588537	3	0	0	0	0	38	0.731	0	0	0	0	0	6	0.115	1	203	1702	1	etiliseramikwp-includesvectorloginht	0	0	0	1	0	1	0	0	0	2	0	0	0	1	1	0	0	0	0	3	0	1	0	0	2	0	Valuable
oph07469.txt	http://bfi-wien.bfiwien-login.com/	34	bfi-wien.bfiwien-login.com	26	0	com	45.60596099	0.363636364	0.5229071	0.053431861	3	1	0	0	0	22	0.647	0	0	0	0	0	5	0.147	0	9	50	1	bfi-wienbfiwien-login	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
7963822.txt	https://www.amazcon-co-jp.amacszan.niixwp.top/ap/signin	54	www.amazcon-co-jp.amacszan.niixwp.top	37	0	top	25.89606175	0.310344828	0.0002752	0.055600882	3	3	0	0	0	35	0.648	0	0	0	0	0	7	0.13	1	13	73	1	amazcon-co-jpamacszanniixwpapsigni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Valuable
8009702.txt	https://login.cert.dokument.info.46-137-69-52.cprapid.com/id/finlogin.php	72	login.cert.dokument.info.46-137-69-52.cprapid.com	49	0	com	18.80580958	0.266666667	0.5229071	0.046829797	3	5	0	0	0	43	0.597	9	0.125	0	0	0	12	0.167	1	198	369	1	logincertdokumentinfo46-137-69-52cprapididfinloginph	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	2	0	0	0	0	Valuable
8088995.txt	http://facebook.friendlogin.npscience.com	41	facebook.friendlogin.npscience.com	34	0	com	49.2330168	0.4	0.5229071	0.062406876	3	2	0	0	0	31	0.756	0	0	0	0	0	3	0.073	0	91	5077	1	facebookfriendloginnpscience	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	7	3	2	0	9	0	Valuable
8085364.txt	http://43.128.92.128/servicelogin?passive=1209600&amp;continue=https://accounts.google.com/?&amp;xrealip=107.178.232.247&amp;followup=https://accounts.google.com/?	163	43.128.92.128	13	1	128	5.769865393	0.444444444	0	0.046133119	3	2	0	0	0	85	0.521	29	0.178	4	3	0	19	0.16	1	2	171	0	0	0	0.775193798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8085379.txt	http://43.134.167.94/v3/signin/identifier?dsh=s151927330%3a1679418096294349&amp%3bfollowup=https%3a%2f%2faccounts.google.com%2f%3f&amp%3bifkv=aqmjq7que0i0y0zqvxr-psd9dopzofl1azrhfrg8jha1fo5atztmzkxpzsdd8dd9wxed0vlkukpb&amp%3bpassive=1209600&amp%3bxrealip=107.178.232.242&continue=https%3a%2f%2faccounts.google.com%2f%3f&xrealip=107.21.207.171&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdd3bcsqfutafhqg0s1jix1d0uxzq28f0tkgnl9zhq-dfvgzt7n2gzib78ijohixqaaraothg	472	43.134.167.94	13	1	94	1.72738519	0.4	0	0.03439279	2	2	0	0	0	306	0.648	106	0.225	10	1	15	27	0.112	1	125	52992	1	43134167v3signinidentifier?dsh=s151927330%3a167180962349&amp%3bfollowup=https%3a%2f%2faccountsgooglecom%2f%3f&amp%3bifkv=aqmjq7que0i0y0zqvxr-psd9dopzofl1azrhfrg8jha1fo5atztmzkxpzsdd8dd9wxed0vlkukpb&amp%3bpassive=1209600&amp%3bxrealip=107178232242&continue=https%3a%2f%2faccountsgooglecom%2f%3f&xrealip=10721207171&flowname=weblitesignin&flowentry=servicelogin&ifkv=awnoghdd3bcsqfutafhqg0s1jix1d0uxzq28f0tkgnl9zhq-dfvgzt7n2gzib78ijohixqaaraothg	0	0	0	0	1	1	0	1	0	2	0	0	1	1	0	0	0	0	1	1	0	0	2	0	5	0	Valuable
8047270.txt	https://webs-logins.webflow.io/	31	webs-logins.webflow.io	22	0	io	62.73805246	0.421052632	0.0129268	0.052031753	2	1	0	0	0	19	0.613	0	0	0	0	0	4	0.129	1	30	134	1	webs-loginswebflow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	Valuable
8078207.txt	http://paypal-support.com.desenvolvedortheosbank.com.br/login.php?cmd=_account-details&amp;dispatch=41bcb6130b4379a4b0e6877236a0d761fc53dbf4&amp;session=65253d993b6830423b3ad2829e96ac33	185	paypal-support.com.desenvolvedortheosbank.com.br	48	0	br	10.21392113	0.511111111	0.0094423	0.038282328	2	3	0	0	0	111	0.6	50	0.27	3	1	0	13	0.092	0	73	199	1	paypal-supportcomdesenvolvedortheosbankcomloginphp?cmd=_account-details&amp;dispatch=41bcb6130b4379a4b0e6877236a0d761fc53dbf4&amp;session=65253d993b6830423b3ad2829e96ac33	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	2	0	5	0	0	Valuable
oph08010.txt	https://icsauth-app04.com/plsiodcc/2c347a8	42	icsauth-app04.com	17	0	com	30.25210084	0.769230769	0.5229071	0.045997493	3	0	0	0	0	23	0.548	7	0.167	0	0	0	4	0.095	1	9	93	1	icsauth-app04plsiodcc2c347a8	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Valuable
8055085.txt	https://securespks-erv-webservice1193.de/auth/branch	52	securespks-erv-webservice1193.de	32	0	de	30.09412305	0.517241379	0.0326503	0.049288934	2	0	0	0	0	35	0.673	4	0.077	0	0	0	5	0.096	1	2	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8043606.txt	https://update20.godaddysites.com/	34	update20.godaddysites.com	25	0	com	52.71384615	0.714285714	0.5229071	0.051696917	3	1	0	0	0	21	0.618	2	0.059	0	0	0	3	0.088	1	30	115	1	update20godaddysites	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	Valuable
7973720.txt	http://optonline-access.ga/secure/document/authentication/	57	optonline-access.ga	19	0	ga	22.40941176	0.625	0.0002256	0.065029122	2	0	0	0	0	45	0.789	0	0	0	0	0	5	0.088	0	157	183	1	optonline-accesssecuredocumentauthentication	0	100	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	4	0	1	0	0	1	0	Valuable
8056045.txt	http://www.kuerennkaycoato-co-jp.kuercnokayccata.rzyddn.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signinc3c9e4b3d5723edfabbbdb684f7299da568cf9c8	211	www.kuerennkaycoato-co-jp.kuercnokayccata.rzyddn.top	52	0	top	6.053283582	0.363636364	0.0002752	0.047305526	3	3	0	0	0	148	0.701	21	0.1	5	2	0	24	0.147	0	474	780	1	kuerennkaycoato-co-jpkuercnokayccatarzyddnai?authenticated=true&amp;amp;openidgpsigninx&amp;i=a&amp;oauth=m&amp;i?ie=utf8&amp;ref_=rhf_custrec_signinc3c9e4b3d5723edfabbbdb684f7299da568cf9c8	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	10	2	1	0	0	0	0	Valuable
8027585.txt	https://auth-dkb-online.de/	26	auth-dkb-online.de	18	0	de	71.08512021	0.466666667	0.0326503	0.052941321	2	0	0	0	0	15	0.577	0	0	0	0	0	3	0.115	1	138	195	1	auth-dkb-online	100	100	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	1	2	0	0	11	0	Valuable
8065951.txt	https://chonlinsacl.com/610b5156f/86abeb2fb4.php?login=salesrep@widomaker.com	77	chonlinsacl.com	15	0	com	14.81921565	1	0.5229071	0.046556205	3	0	0	0	0	50	0.649	11	0.143	1	1	0	6	0.104	1	11	85	1	chonlinsacl610b5156f86abeb2fb4php?login=salesrep@widomaker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8067627.txt	https://nnjt2f.s3.us-east-005.backblazeb2.com/njj.html?email=accounts@centrica.com	82	nnjt2f.s3.us-east-005.backblazeb2.com	37	0	com	13.74920867	0.424242424	0.5229071	0.052128991	3	3	0	0	0	56	0.683	6	0.073	1	1	0	10	0.146	1	7	90	0	0	3.03030303	1.538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
oph08706.txt	https://loginrobinhnodui.gitbook.io/	36	loginrobinhnodui.gitbook.io	27	0	io	47.07035077	0.708333333	0.0129268	0.058694847	2	1	0	0	0	25	0.694	0	0	0	0	0	3	0.083	1	2	61	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8072244.txt	https://account-restriction-1008652953.web.app/	47	account-restriction-1008652953.web.app	38	0	app	32.43838341	0.647058824	0.001502	0.043527895	3	1	0	0	0	24	0.511	10	0.213	0	0	0	5	0.106	1	108	8125	1	account-restriction-1008652953web	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	Valuable
7995820.txt	https://tribelio.page/communityaccountverification	49	tribelio.page	13	0	page	36.29699942	1	0.0001446	0.061501633	4	0	0	0	0	39	0.796	0	0	0	0	0	2	0.041	1	233	22883	1	tribeliocommunityaccountverificatio	0	97.22222222	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	13	12	0	2	0	Valuable
mw31423.txt	http://www.allsecurehosting.com	30	www.allsecurehosting.com	24	0	com	69.38095238	1	0.5229071	0.062775966	3	1	0	0	0	18	0.6	0	0	0	0	0	1	0.033	0	19	272	1	allsecurehosting	100	100	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	Valuable
8031590.txt	https://cmac-cajatacna.com/1675952392/cliente/login	50	cmac-cajatacna.com	18	0	com	24.44233507	0.714285714	0.5229071	0.049603392	3	0	0	0	0	27	0.54	10	0.2	0	0	0	5	0.1	1	2	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
7952975.txt	https://securebusiness.github.io/bt-1/load.html	46	securebusiness.github.io	24	0	io	42.75871866	0.714285714	0.0129268	0.053181307	2	1	0	0	0	31	0.674	1	0.022	0	0	0	6	0.13	1	2	92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
7968427.txt	https://login-micro-online-doc-file-share-view.firebaseapp.com/	62	login-micro-online-doc-file-share-view.firebaseapp.com	54	0	com	26.51951615	0.24	0.5229071	0.061314532	3	1	0	0	0	46	0.742	0	0	0	0	0	8	0.129	1	44	117	1	login-micro-online-doc-file-share-viewfirebaseapp	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	Valuable
mw19245.txt	http://www.autoupdatefree.zoka.cc	32	www.autoupdatefree.zoka.cc	26	0	cc	59.75	0.789473684	0.0010349	0.058814868	2	2	0	0	0	19	0.594	0	0	0	0	0	2	0.062	0	2	487	1	autoupdatefreezoka	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
35290.txt	https://www.nowsecure.com	24	www.nowsecure.com	17	0	com	100	1	0.5229071	0.06795848	3	1	0	0	0	11	0.458	0	0	0	0	0	1	0.042	1	1618	20059	1	nowsecure	100	100	1	1	1	0	0	1	0	2	0	1	0	1	0	1	0	0	1	59	19	54	74	14	100	1	Valuable
7977310.txt	https://demo3.cloudwp.dev/trial-w3v4ttw2/securecitzn/	52	demo3.cloudwp.dev	17	0	dev	37.33700643	0.692307692	0.0009613	0.04714104	3	1	0	0	0	35	0.673	4	0.077	0	0	0	5	0.096	1	3	9189	1	demo3cloudwptrial-w3v4ttw2securecitzn	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
8059617.txt	https://login-screen-107860.square.site/	40	login-screen-107860.square.site	31	0	site	55.44507576	0.5	0.0017656	0.04869733	4	1	0	0	0	21	0.525	6	0.15	0	0	0	5	0.125	1	13	125	1	login-screen-107860square	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Valuable
8062376.txt	https://authentification-verify08.weebly.com/	45	authentification-verify08.weebly.com	36	0	com	51.31798465	0.59375	0.5229071	0.052456404	3	1	0	0	0	31	0.689	2	0.044	0	0	0	4	0.089	1	129	368	1	authentification-verify08weebly	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	Valuable
mw12841.txt	http://www.safesecurefiles.com	29	www.safesecurefiles.com	23	0	com	79.66759003	1	0.5229071	0.063776607	3	1	0	0	0	17	0.586	0	0	0	0	0	1	0.034	0	14	221	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	Valuable
7962106.txt	https://arna2on.bndca.top/ap/signin	34	arna2on.bndca.top	17	0	top	38.27160494	0.538461538	0.0002752	0.057570066	3	1	0	0	0	21	0.618	1	0.029	0	0	0	4	0.118	1	13	73	1	arna2onbndcaapsigni	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	Valuable
oph08600.txt	http://www.marketplace-item.comtransur-ard.com/login.php	56	www.marketplace-item.comtransur-ard.com	39	0	com	36.50026838	0.387096774	0.5229071	0.06073909	3	2	0	0	0	39	0.696	0	0	0	0	0	6	0.107	0	16	85	1	marketplace-itemtransur-ardloginphp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Valuable
7992160.txt	https://tcpw7mwm.dreamwp.com/auth	32	tcpw7mwm.dreamwp.com	20	0	com	44.27076923	0.5625	0.5229071	0.050713554	3	1	0	0	0	20	0.625	1	0.031	0	0	0	3	0.094	1	9	103	1	tcpw7mwmdreamwpaut	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Valuable
