FILENAME,url,URLLength,Domain,DomainLength,IsDomainIP,tld,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label,For Visual
oph14843.txt,https://submit-coinbase.com/login.php/,38,submit-coinbase.com,19,0,com,45.33491875,0.6,0.5229071,0.057636875,3,0,0,0,0,25,0.658,0,0,0,0,0,5,0.132,1,1053,117923,1,submit-coinbaseloginphp,0,0,0,0,1,0,0,1,0,5,0,0,1,0,0,0,1,1,0,0,0,1,0,0,8,0,Valuable
8114284.txt,https://newskinandcare.com/wp-includes/wwii22/renelecconstructionhasevolvedfromitsrootswithinrenelec/login.php?public/enroll/identifyuser-aspx-lob=rbglogon=mjmzodcxmze3mjmzodcxmze3&amp;session=mjmzodcxmze3mjmzodcxmze3,217,newskinandcare.com,18,0,com,6.274167367,1,0.5229071,0.052995392,3,0,0,0,0,186,0.857,6,0.028,3,1,0,13,0.078,1,3,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8086012.txt,https://activation.dwsakvd.cn/japan/login.php,45,activation.dwsakvd.cn,21,0,cn,36.31924955,0.611111111,0.0033218,0.050887292,2,1,0,0,0,32,0.711,0,0,0,0,0,5,0.111,1,26,75,1,activationdwsakvdjapanloginphp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Valuable
8057657.txt,http://www.kuerenakaycoato.co.jp.kuercnnkayceata.yooqar.top/ai/?authenticated=true&amp;amp;openid/gp/signin/x&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=utf8&amp;amp;ref_=rhf_custrec_signin533ac3985f6c20ba105ccc21afd2053698772f69,227,www.kuerenakaycoato.co.jp.kuercnnkayceata.yooqar.top,52,0,top,6.534857737,0.363636364,0.0002752,0.047702658,3,5,0,0,0,153,0.674,28,0.123,5,2,0,28,0.154,0,475,779,1,kuerenakaycoatocojpkuercnnkayceatayooqarai?authenticated=true&amp;amp;openidgpsigninx&amp;amp;i=a&amp;amp;oauth=m&amp;amp;i?ie=utf8&amp;amp;ref_=rhf_custrec_signin533ac3985f6c20ba105ccc21afd2053698772f69,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,1,0,0,0,0,Valuable
8139059.txt,https://pwk6.com/all/login.php,30,pwk6.com,8,0,com,36.72296083,1,0.5229071,0.045825171,3,0,0,0,0,17,0.567,1,0.033,0,0,0,4,0.133,1,218,20455,1,pwk6allloginphp,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3,6,0,0,6,0,Valuable
7335142.txt,https://southamerica-east1-noted-minutia-330211.cloudfunctions.net/mpseguranca/http:/authsecuritymlib.pagina-oficial.com/segurancaonline.php?atendimento=21489,157,southamerica-east1-noted-minutia-330211.cloudfunctions.net,58,0,net,10.18626789,0.388888889,0.0384199,0.055025919,3,1,0,0,0,121,0.771,11,0.07,1,1,0,15,0.108,1,2,166,0,0,1.851851852,0.704225352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8133022.txt,https://autohandelpoznanski.pl/authorize.php,44,autohandelpoznanski.pl,22,0,pl,36.62412412,1,0.0069695,0.052006224,2,0,0,0,0,33,0.75,0,0,0,0,0,3,0.068,1,113,325,1,autohandelpoznanskiauthorizephp,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,3,7,7,0,Valuable
7998926.txt,https://sbcglobalverifypagenow.boxmode.io/,41,sbcglobalverifypagenow.boxmode.io,33,0,io,35.90706871,0.766666667,0.0129268,0.05482419,2,1,0,0,0,31,0.756,0,0,0,0,0,2,0.049,1,53,197,1,sbcglobalverifypagenowboxmode,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,24,0,Valuable
oph00258.txt,http://mygov-login.hmc.edu.au/secure/otp.php?key=164.92.212.136=863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba40515164.92.212.136,206,mygov-login.hmc.edu.au,22,0,au,5.577030883,0.315789474,0.0100856,0.022995817,2,2,0,0,0,73,0.354,110,0.534,2,1,0,13,0.078,0,633,120332,1,mygov-loginhmcedusecureotpphp?key=16492212136=863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba40515863e361122af65b68e89aa00bba4051516492212136,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0,0,1,0,1,1,2,4,2,0,9,0,Valuable
oph14414.txt,https://dhlauthentification.com/public/bmlculskx4u4ni3lach0kd1pord9pkmj,71,dhlauthentification.com,23,0,com,25.82514487,1,0.5229071,0.044442447,3,0,0,0,0,54,0.761,6,0.085,0,0,0,3,0.042,1,13,115,1,dhlauthentificationpublicbmlculskx4u4ni3lach0kd1pord9pkmj,0,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Valuable
oph04156.txt,https://244.33.109.208.host.secureserver.net/bill-swisscomz/bluewinspz/fcfb959f71ad3bd3dd22a823daee4bef/smserror.php,115,244.33.109.208.host.secureserver.net,36,1,net,11.2574093,0.5,0.0384199,0.03963826,3,5,0,0,0,71,0.617,24,0.209,0,0,0,12,0.104,1,128,253,1,24433109208hostsecureserverbill-swisscomzbluewinspzfcfb959f71ad3bd3dd22a823daee4befsmserrorph,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,3,0,3,1,0,Valuable
8001286.txt,http://melinocvumeorine.itsaol.com/auth/realms/access/,53,melinocvumeorine.itsaol.com,27,0,com,28.66106262,0.739130435,0.5229071,0.066106982,3,1,0,0,0,41,0.774,0,0,0,0,0,5,0.094,0,16,62,1,melinocvumeorineitsaolauthrealmsaccess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
oph13477.txt,http://43.156.5.148/interactivelogin?continue=https://accounts.google.com/?&followup=https://accounts.google.com/?&passive=1209600&xrealip=107.178.200.223&ifkv=aqmjq7r1evqtpy_uktlsqsw92vwjc-wh_ipqfyxu3-rxv9mri3vvmi8vxfij2bep-sawfuigntnhug,238,43.156.5.148,12,1,148,3.746970334,0.5,0,0.038925788,3,2,0,0,0,148,0.622,37,0.155,5,3,0,22,0.126,1,11,422,1,431565interactivelogin?continue=accountsgooglecom?&followup=accountsgooglecom?&passive=1209600&xrealip=107178200223&ifkv=aqmjq7r1evqtpy_uktlsqsw92vwjc-wh_ipqfyxu3-rxv9mri3vvmi8vxfij2bep-sawfuigntnhug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Valuable
8115831.txt,http://e-documentdisponibleenformulairecloudapp.dyndns.dk/bpactivation/www.sfr.fr-login-return_url/,99,e-documentdisponibleenformulairecloudapp.dyndns.dk,50,0,dk,12.88929725,0.829787234,0.0022943,0.052771698,2,1,0,0,0,78,0.788,0,0,0,0,0,10,0.101,0,9,107,1,e-documentdisponibleenformulairecloudappdyndnsbpactivationsfrfr-login-return_url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8101494.txt,http://doximex.vn/wp-includes/ppouo/login.php?cmd=submit_log&id=mjeymdq5mdcynw==mjeymdq5mdcynw==&session=mjeymdq5mdcynw==mjeymdq5mdcynw==,137,doximex.vn,10,0,vn,8.543113962,1,0.0013635,0.043674743,2,0,0,0,0,105,0.766,4,0.029,11,1,0,9,0.153,0,32,315,1,doximexwp-includesppouologinphp?cmd=submit_log&id=mjeymdq5mdcynw==mjeymdq5mdcynw==&session=mjeymdq5mdcynw==mjeymdq5mdcynw==,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,Valuable
oph04422.txt,http://metamask-login-usa.godaddysites.com/,42,metamask-login-usa.godaddysites.com,35,0,com,58.99319728,0.419354839,0.5229071,0.059298155,3,1,0,0,0,31,0.738,0,0,0,0,0,4,0.095,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
7621941.txt,https://securefile.jennitai.workers.dev/,39,securefile.jennitai.workers.dev,31,0,dev,43.9516129,0.407407407,0.0009613,0.057666544,3,2,0,0,0,28,0.718,0,0,0,0,0,3,0.077,1,21,316302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Valuable
7963802.txt,https://www.amazcon-co-jp.amacszan.alqoqu.top/ap/signin,54,www.amazcon-co-jp.amacszan.alqoqu.top,37,0,top,26.02389498,0.310344828,0.0002752,0.056687009,3,3,0,0,0,35,0.648,0,0,0,0,0,7,0.13,1,13,73,1,amazcon-co-jpamacszanalqoquapsigni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Valuable
mw63330.txt,http://www.windowsupdater.net,28,www.windowsupdater.net,22,0,net,78.4698193,1,0.0384199,0.053317049,3,1,0,0,0,16,0.571,0,0,0,0,0,1,0.036,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8009690.txt,https://onlinesecurefileshare.dre.agchosting.link/,49,onlinesecurefileshare.dre.agchosting.link,41,0,link,34.87719895,0.611111111,0.0003306,0.059680758,4,2,0,0,0,38,0.776,0,0,0,0,0,3,0.061,1,7,837195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8109597.txt,https://autosprzedaz-skup.pl/authorize.php?hteoy41zluq98uubigs3f642tmklqol7mnjcd9j2wzzmiobm5q9vsf55tkdcyjvuxt41jognwpov6xetdp8y0b1i0zunwh0djj85rysyrxpaid9kklgnp76nrfndfdhilxsqeern3g0uy4rbo42qgb1qprjcz8t1faiw9f7two7ssmwsdggbjs68rvdvfr8znses6deboiaxyd8escz2qomctph8snrama8hpgiqqtc2r1ejk2s7jcfl2lcoj1z3,299,autosprzedaz-skup.pl,20,0,pl,3.458507375,0.764705882,0.0069695,0.033392743,2,0,0,0,0,232,0.776,54,0.181,0,1,0,4,0.017,1,113,325,1,autosprzedaz-skupauthorizephp?hteoy41zluq98uubigs3f642tmklqol7mnjcd9j2wzzmiobm5q9vsf55tkdcyjvuxt41jognwpov6xetdp8y0b1i0zunwh0djj85rysyrxpaid9kklgnp76nrfndfdhilxsqeern3g0uy4rbo42qgb1qprjcz8t1faiw9f7two7ssmwsdggbjs68rvdvfr8znses6deboiaxyd8escz2qomctph8snrama8hpgiqqtc2r1ejk2s7jcfl2lcoj1z3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,3,7,7,0,Valuable
8020946.txt,https://webgapp.net/vystarcureviewrecentaccountactivity/,55,webgapp.net,11,0,net,25.91670439,1,0.0384199,0.055800656,3,0,0,0,0,45,0.818,0,0,0,0,0,2,0.036,1,11,85,1,webgappvystarcureviewrecentaccountactivity,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8017317.txt,https://ipfs.io/ipfs/qmtcopdemcbad1crq4adl2bvnxymvax7eewmodbfcuklzv?filename=server.host.login,93,ipfs.io,7,0,io,9.478873327,1,0.0129268,0.047422265,2,0,0,0,0,74,0.796,4,0.043,1,1,0,5,0.075,1,9,102,1,ipfsipfsqmtcopdemcbad1crq4adl2bvnxymvax7eewmodbfcuklzv?filename=serverhostlogi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8008341.txt,http://attupdated23.square.site/,31,attupdated23.square.site,24,0,site,61.23611111,0.684210526,0.0017656,0.051080398,4,1,0,0,0,20,0.645,2,0.065,0,0,0,2,0.065,0,13,103,1,attupdated23square,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Valuable
35153.txt,https://www.authorea.com,23,www.authorea.com,16,0,com,100,1,0.5229071,0.070303423,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,5416,7511,1,authorea,100,100,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,32,16,25,159,0,22,1,Valuable
8013227.txt,https://ballooncreations.co/bnp/login.html?cmd=login_submit&id=f4794064ef917280cd0034ed372769aef4794064ef917280cd0034ed372769ae&session=f4794064ef917280cd0034ed372769aef4794064ef917280cd0034ed372769ae,199,ballooncreations.co,19,0,co,9.9882329,1,0.0059772,0.028948965,2,0,0,0,0,88,0.442,92,0.462,3,1,0,7,0.055,1,170,358,1,ballooncreationsbnploginhtml?cmd=login_submit&id=f4794064ef917280cd0034ed372769aef4794064ef917280cd0034ed372769ae&session=f4794064ef917280cd0034ed372769aef4794064ef917280cd0034ed372769a,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,Valuable
8071593.txt,https://authpostalbanqaccesh-com.web.app/,41,authpostalbanqaccesh-com.web.app,32,0,app,38.23390152,0.75,0.001502,0.05537415,3,1,0,0,0,29,0.707,0,0,0,0,0,4,0.098,1,108,8125,1,authpostalbanqaccesh-comweb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Valuable
8070080.txt,https://mail.blocco-coinbase-operativo.147-182-150-191.cprapid.com/signin.php?cmd=login_submit&id=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f&session=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f,235,mail.blocco-coinbase-operativo.147-182-150-191.cprapid.com,58,0,com,4.442056645,0.240740741,0.5229071,0.031508868,3,3,0,0,0,117,0.498,92,0.391,3,1,0,14,0.077,1,108,3587,1,mailblocco-coinbase-operativo147-182-150-191cprapidsigninphp?cmd=login_submit&id=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f&session=cd04ebd980977e073d5b116e1961cd9fcd04ebd980977e073d5b116e1961cd9f,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,13,1,0,Valuable
8005501.txt,https://some-bper-sistema-sicuro.cfolks.pl/application/mobile/public/webapp/digital-login/area-riservata.php,107,some-bper-sistema-sicuro.cfolks.pl,34,0,pl,11.15386139,0.258064516,0.0069695,0.057427828,2,1,0,0,0,85,0.794,0,0,0,0,0,14,0.131,1,15,155,1,some-bper-sistema-sicurocfolksapicationmobilepublicwebappdigital-loginarea-riservataph,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
mw3735.txt,http://www.updatei.com,21,www.updatei.com,15,0,com,83.47107438,1,0.5229071,0.061286418,3,1,0,0,0,9,0.429,0,0,0,0,0,1,0.048,0,2,268,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8081022.txt,https://ad-obsproject.com/out.html?oauth20_authorize.srf?response_type=code&amp;client_id=51483342-085c-4d86-bf88-cf50c7252078&amp;scope=openid%20profile%20email%20offline_access&amp;response_mode=form_post&amp;redirect_uri=https://login.microsoftonline.com/common/federation/oauth2&amp;state=rqiiaxwspw_tubsgc5m0nfeffukcmqmsse6urz9ir-qqkmr1sk7tfdrnlihx7npx7osmzpd_auhidm6chisqkiyecpetkihkwgl16ycykibehnud5bzdeyaj9zmpi3skzj5kgzbrzwyijfz5hmjfglj9fveuwze8gya95cazuzvy_vbi653ysiw_v1z9epsq3lideg9szrwusuwtcn_wpheatacxi0wk6lqp3izsnwe4a-anaovwhuzqrczjemozvmakpmeyiqqhzqhsqjoqlpv2z4ntotfxsak0ikwwykalaxhdguv1c6urbrb8jl2yqvbeao_yfm7mkfliediwvze8xx9v2qvrfckb3_kdhfisycevg-fho0pu5hnoepcj6wu_w3gdtoyes6beoviwkk7mymmnxhe01utdy5rjmwrfm4ltmxbxm3imnt0rw-6ayowpo8v-3n49wvgzxe9mmnsukez2jd4tmbanaovais9alcg0wyac8bt7ecqnueealktuvmpisor7_fkrmquvw9gjinemt0mzglxddsduhtxn6l7jlrt4sh9qrxozvs4tm-rbnf59jbbuahpnnhi7omoxh0l3qnrzrj1fwa_ofoxknzct26ehowtotxs83gjmxx28jh79-0168-lcvfioq6cbaavbtdhykg8xhjslmwfkmznqpwnvpy9cc9mnll9ahumyanf,1004,ad-obsproject.com,17,0,com,1.419807428,0.846153846,0.5229071,0.038456518,3,0,1,9,0.009,796,0.793,132,0.131,6,2,3,49,0.06,1,794,1183,1,ad-obsprojectouthtml?oauth20_authorizesrf?response_type=code&amp;client_id=51483342-085c-4d86-bf88-cf50c7252078&amp;scope=openid%20profile%20email%20offline_access&amp;response_mode=form_post&amp;redirect_uri=loginmicrosoftonlinemonfederationoauth2&amp;state=rqiiaxwspw_tubsgc5m0nfeffukcmqmsse6urz9ir-qqkmr1sk7tfdrnlihx7npx7osmzpd_auhidm6chisqkiyecpetkihkwgl16ycykibehnud5bzdeyaj9zmpi3skzj5kgzbrzwyijfz5hmjfglj9fveuwze8gya95cazuzvy_vbi653ysiw_v1z9epsq3lideg9szrwusuwtcn_wpheatacxi0wk6lqp3izsnwe4a-anaovwhuzqrczjemozvmakpmeyiqqhzqhsqjoqlpv2z4ntotfxsak0ikwwykalaxhdguv1c6urbrb8jl2yqvbeao_yfm7mkfliediwvze8xx9v2qvrfckb3_kdhfisycevg-fho0pu5hnoepcj6wu_w3gdtoyes6beoviwkk7mymmnxhe01utdy5rjmwrfm4ltmxbxm3imnt0rw-6ayowpo8v-3n49wvgzxe9mmnsukez2jd4tmbanaovais9alcg0wyac8bt7ecqnueealktuvmpisor7_fkrmquvw9gjinemt0mzglxddsduhtxn6l7jlrt4sh9qrxozvs4tm-rbnf59jbbuahpnnhi7omoxh0l3qnrzrj1fwa_ofoxknzct26ehowtotxs83gjmxx28jh79-0168-lcvfioq6cbaavbtdhykg8xhjslmwfkmznqpwnvpy9cc9mnll9ahumyanf,0,0,1,1,1,1,0,0,0,3,0,0,1,1,1,0,1,0,1,5,2,1,0,2,7,0,Valuable
7699782.txt,https://account-access-review.firebaseapp.com/,45,account-access-review.firebaseapp.com,37,0,com,50.34408519,0.363636364,0.5229071,0.062902726,3,1,0,0,0,33,0.733,0,0,0,0,0,4,0.089,1,11,1663,1,account-access-reviewfirebaseapp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,Valuable
8001093.txt,http://authidapps.live,21,authidapps.live,15,0,live,54.77777778,1,0.0003718,0.045371699,4,0,0,0,0,13,0.619,0,0,0,0,0,1,0.048,0,9,42,1,authidapps,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
8042204.txt,https://authori-adhgmin.yourtrap.com/,37,authori-adhgmin.yourtrap.com,28,0,com,50.51020408,0.375,0.5229071,0.057474067,3,1,0,0,0,25,0.676,0,0,0,0,0,4,0.108,1,2,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valuable
7787425.txt,https://objectstorage.eu-frankfurt-1.oraclecloud.com/n/frdtal0a81zt/b/255362676428online98893/o/login.microsoftonline.com,120,objectstorage.eu-frankfurt-1.oraclecloud.com,44,0,com,30.41411972,0.375,0.5229071,0.048783492,3,2,0,0,0,78,0.65,21,0.175,0,0,0,13,0.108,1,416,97263,0,0,0,1.01010101,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,2,3,1,0,5,3,0,Valuable
8101625.txt,http://netflixaccountreview.rf.gd/,34,netflixaccountreview.rf.gd,26,0,gd,46.94280079,0.913043478,0.0000502,0.052596869,2,1,0,0,0,24,0.706,0,0,0,0,0,3,0.088,0,2,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,Valuable
oph08554.txt,https://crushus-s3.latestcache.com/bn-in.facebook.com/login/?next=https://bn-in.facebook.com/local/lists/1913590408897458&_fb_noscript=1,136,crushus-s3.latestcache.com,26,0,com,12.61535813,0.590909091,0.5229071,0.048460884,3,1,0,0,0,81,0.596,18,0.132,2,1,0,18,0.154,1,18,42907,1,crushus-s3latestcachebn-infacebooklogin?next=bn-infacebooklocallists1913590408897458&_fb_noscript=1,0,0,0,0,0,0,0,1,1,2,0,1,1,0,0,0,1,0,1,0,6,5,7,0,1,0,Valuable
